Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:dcc2:c665:eb15:6e91,Espírito Santo,2022-10-13T03:30:47.717Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:698c:5c24:1a82:d18d,Espírito Santo,2022-10-12T16:31:49.784Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.216.167,Espírito Santo,2022-10-12T13:46:06.844Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:931:5ffe:9e33:5052,Espírito Santo,2022-10-11T01:53:28.918Z
NFCDCH-02-JC74V7KE142TR882ECA83VAC24KFLD,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:f0aa:cf7:fda2:b839,Espírito Santo,2022-10-09T06:53:15.291Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:d2c2:4eff:fec9:162e,Espírito Santo,2022-10-07T14:13:21.982Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:b0bf:8f73:3cc7:570f,Espírito Santo,2022-10-07T14:13:17.844Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.214.209,Espírito Santo,2022-10-07T02:05:53.877Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:e020:c08e:a594:38ab,Espírito Santo,2022-10-06T19:37:44.240Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,177.91.216.167,Espírito Santo,2022-10-06T13:43:40.355Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:3948:81a0:be58:98e9,Espírito Santo,2022-10-06T02:30:51.722Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.208.90,Espírito Santo,2022-10-05T23:21:09.238Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,187.36.176.169,Espírito Santo,2022-10-05T02:14:34.727Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:14ae:2665:e07b:cfd9,Espírito Santo,2022-10-05T02:14:31.702Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,187.36.176.169,Espírito Santo,2022-10-05T02:14:27.059Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:14ae:2665:e07b:cfd9,Espírito Santo,2022-10-05T02:14:14.366Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,187.36.176.169,Espírito Santo,2022-10-05T02:14:08.104Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:14ae:2665:e07b:cfd9,Espírito Santo,2022-10-05T02:14:02.198Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,187.36.176.169,Espírito Santo,2022-10-05T02:10:07.766Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:14ae:2665:e07b:cfd9,Espírito Santo,2022-10-04T12:58:31.152Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:a030:cab7:db9a:cfa8,Espírito Santo,2022-10-04T01:24:43.789Z
NFCDCH-LX-JH2N2JHTDWRRAQJRHET5KNRA014WY6,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:414:1d00:b039:a860:f538:8484,Espírito Santo,2022-10-03T02:29:01.118Z
NFCDCH-LX-JH2N2JHTDWRRAQJRHET5KNRA014WY6,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:414:1d00:dcb4:f3b4:6a43:43bf,Espírito Santo,2022-10-02T21:16:18.277Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.219.156,Espírito Santo,2022-10-02T01:01:26.542Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:a030:cab7:db9a:cfa8,Espírito Santo,2022-09-30T13:26:44.654Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:d2c2:4eff:fec9:162e,Espírito Santo,2022-09-30T02:03:04.876Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.219.156,Espírito Santo,2022-09-29T19:30:11.956Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:414:1d00:787f:fbe:6273:2b4a,Espírito Santo,2022-09-29T02:30:29.645Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:414:1d00:7453:1a62:7da8:abda,Espírito Santo,2022-09-29T00:50:16.540Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:d2c2:4eff:fec9:162e,Espírito Santo,2022-09-28T16:49:11.686Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:414:1d00:71b9:3a27:8fcf:cba5,Espírito Santo,2022-09-27T23:53:01.391Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.219.156,Espírito Santo,2022-09-27T23:30:13.524Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:414:1d00:71b9:3a27:8fcf:cba5,Espírito Santo,2022-09-27T20:42:13.911Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:414:1d00:485b:96d5:23d0:9507,Espírito Santo,2022-09-27T02:56:11.459Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,177.91.208.90,Espírito Santo,2022-09-26T15:47:59.181Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:414:1d00:4d22:1b1d:88be:90e4,Espírito Santo,2022-09-26T01:54:09.553Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:414:1d00:6427:48ba:a02a:51d,Espírito Santo,2022-09-24T12:41:29.460Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:414:1d00:6427:48ba:a02a:51d,Espírito Santo,2022-09-24T04:33:00.714Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:6485:d1c5:54ab:bf47,Espírito Santo,2022-09-23T21:21:28.394Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:d2c2:4eff:fec9:162e,Espírito Santo,2022-09-23T15:02:03.506Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:6485:d1c5:54ab:bf47,Espírito Santo,2022-09-23T15:01:18.058Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:b562:b6ea:8ee:4c5,Espírito Santo,2022-09-23T13:07:05.694Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:d2c2:4eff:fec9:162e,Espírito Santo,2022-09-23T12:09:01.623Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:414:1d00:79f6:7826:cf37:13ee,Espírito Santo,2022-09-23T12:07:41.074Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:414:1d00:79f6:7826:cf37:13ee,Espírito Santo,2022-09-23T04:33:20.311Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:9d6f:6d50:d719:cdcb,Espírito Santo,2022-09-23T01:31:51.002Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:414:1d00:c8b:b6db:ed2a:5dfb,Espírito Santo,2022-09-22T00:06:12.883Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.219.156,Espírito Santo,2022-09-20T00:46:54.569Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:414:1d00:7488:4fac:c98:c311,Espírito Santo,2022-09-19T01:30:25.048Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8a63:706a:9d6a:fdb3:7249,Espírito Santo,2022-09-18T14:41:35.079Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.219.156,Espírito Santo,2022-09-18T06:53:24.914Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.219.156,Espírito Santo,2022-09-17T00:59:33.694Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8a63:9581:c51a:aa14:993d,Espírito Santo,2022-09-16T16:43:09.639Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8a63:298c:686b:12de:8775,Espírito Santo,2022-09-16T15:10:20.843Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.219.156,Espírito Santo,2022-09-15T23:50:31.087Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,189.50.7.134,Espírito Santo,2022-09-15T22:53:58.180Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:414:1d00:9e3:50c7:d48c:2bb4,Espírito Santo,2022-09-15T22:15:17.171Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:414:1d00:c524:5302:2b41:ba08,Espírito Santo,2022-09-15T20:46:44.488Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40c:1f00:b49e:5ddd:6ced:d2be,Espírito Santo,2022-09-15T02:54:33.385Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.220.134,Espírito Santo,2022-09-14T23:56:25.271Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.220.134,Espírito Santo,2022-09-13T23:48:50.934Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.220.134,Espírito Santo,2022-09-13T02:07:37.764Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40c:1f00:ecf8:eba0:e29:1691,Espírito Santo,2022-09-13T01:17:13.968Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.220.134,Espírito Santo,2022-09-12T01:35:08.556Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40c:1f00:4423:9349:c628:2cd,Espírito Santo,2022-09-12T00:47:34.904Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40c:1f00:84d3:f613:63c1:4e95,Espírito Santo,2022-09-11T19:47:27.245Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40c:1f00:6de7:a6ca:b59:62dd,Espírito Santo,2022-09-11T01:00:54.869Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40c:1f00:14be:e65f:e635:ad69,Espírito Santo,2022-09-10T21:44:00.453Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40c:1f00:b034:602e:a42c:428a,Espírito Santo,2022-09-10T00:00:30.477Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8a63:d2c2:4eff:fec9:162e,Espírito Santo,2022-09-08T23:01:27.065Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8a63:298c:686b:12de:8775,Espírito Santo,2022-09-08T23:01:13.374Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8a63:d2c2:4eff:fec9:162e,Espírito Santo,2022-09-08T23:01:00.625Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8a63:298c:686b:12de:8775,Espírito Santo,2022-09-08T23:00:45.707Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40c:1f00:dd16:dd0a:a8df:a4e5,Espírito Santo,2022-09-08T20:41:10.307Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40c:1f00:f14b:4007:3218:db85,Espírito Santo,2022-09-08T20:26:28.594Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,2804:14d:ae84:8a63:e8b4:8ffb:b7d7:d007,Espírito Santo,2022-09-08T19:06:16.349Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.208.90,Espírito Santo,2022-09-08T04:48:12.865Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8a63:19b9:400a:4e28:628,Espírito Santo,2022-09-07T19:02:28.549Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40c:1f00:786b:2d71:4b6e:7bc7,Espírito Santo,2022-09-07T15:00:51.565Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.220.134,Espírito Santo,2022-09-07T14:42:11.752Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.220.134,Espírito Santo,2022-09-07T04:02:55.515Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40c:1f00:a528:3ca5:b3da:8a93,Espírito Santo,2022-09-06T18:03:22.991Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.218.240,Espírito Santo,2022-09-06T02:38:38.130Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.218.240,Espírito Santo,2022-09-06T00:54:01.361Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.218.240,Espírito Santo,2022-09-05T15:40:50.514Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:1933:294e:def8:49ab,Espírito Santo,2022-09-05T15:27:05.650Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:ec6b:a88d:f565:b319,Espírito Santo,2022-09-05T10:35:28.934Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.214.101,Espírito Santo,2022-09-05T04:04:18.323Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:ec6b:a88d:f565:b319,Espírito Santo,2022-09-05T03:16:05.205Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:2174:e7a7:8120:ebae,Espírito Santo,2022-09-04T21:31:08.461Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:e19c:44b4:5970:c6a1,Espírito Santo,2022-09-04T21:11:51.460Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:1d11:ecca:f576:f4ca,Espírito Santo,2022-09-04T14:30:57.217Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:1d11:ecca:f576:f4ca,Espírito Santo,2022-09-04T02:53:24.338Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8a63:e48a:2ef9:aad0:c07,Espírito Santo,2022-09-03T23:20:12.227Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:6419:f4a6:8fe3:5730,Espírito Santo,2022-09-03T21:14:09.939Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:fd53:dd12:c19e:6c85,Espírito Santo,2022-09-03T18:19:57.742Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:389c:34ed:d7ba:d08e,Espírito Santo,2022-09-03T13:58:19.258Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:28e4:16ca:65e2:aef2,Espírito Santo,2022-09-03T13:56:20.127Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:f971:c07b:b6eb:63c5,Espírito Santo,2022-09-03T13:45:16.929Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:f84e:8efd:52f6:d677,Espírito Santo,2022-09-03T07:08:09.228Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:f84e:8efd:52f6:d677,Espírito Santo,2022-09-02T23:57:45.659Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:c9e5:9414:dd76:1215,Espírito Santo,2022-09-02T22:53:50.856Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:b95a:f001:9744:fb1e,Espírito Santo,2022-09-02T19:15:49.723Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:70d0:62b7:a7d7:cca8,Espírito Santo,2022-09-02T18:57:10.355Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:91a0:6d61:4a30:23d7,Espírito Santo,2022-09-01T19:53:44.042Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:4c08:ac44:e310:e90,Espírito Santo,2022-08-31T23:57:22.140Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:b0d7:bfa1:7579:4c3f,Espírito Santo,2022-08-31T17:48:33.996Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.218.240,Espírito Santo,2022-08-31T03:57:01.709Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:5cd2:7a2c:b5fa:6b61,Espírito Santo,2022-08-31T00:02:28.393Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.218.240,Espírito Santo,2022-08-30T23:42:14.046Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:ccb1:5ec3:f73d:8902,Espírito Santo,2022-08-30T16:36:39.365Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.214.101,Espírito Santo,2022-08-30T15:45:15.042Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.218.240,Espírito Santo,2022-08-30T15:44:38.049Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:ccb1:5ec3:f73d:8902,Espírito Santo,2022-08-30T15:01:09.564Z
